ALink,SName,SLink,Lyric,Idiom
/ac-dc/,High Voltage,/ac-dc/high-voltage.html,"(well) You ask me 'bout the clothes I wear. And you ask me why I grow my hair. And you ask me why I'm in a band. I dig doin' one night stands. and You wanna see me do my thing. All you gotta do is plug me into high. I said high. High voltage rock 'n' roll. High voltage rock 'n' roll. High voltage, High voltage. High voltage rock 'n' roll. rock 'n' roll. You ask me why I like to dance. And you ask me why I like to sing. And you ask me why I like to play. I got to get my kicks some way. and You ask me what I'm all about. Come and let me hear you shout high. I said high. High voltage rock 'n' roll. High voltage rock 'n' roll. High voltage, High voltage. High voltage rock 'n' roll. rock 'n' roll. I said high, I said high. Waaaah!. High voltage rock 'n' roll. High voltage rock 'n' roll. High voltage, high voltage. High voltage rock 'n' roll. (mumble, mumble...). Spotlight, put the lights out, happy hour!. High voltage rock 'n' roll. High voltage rock 'n' roll. Wine, women and song. High voltage, high voltage. Wine women and song. High voltage rock 'n' roll. Stars, bars all around...spotlights, footlights... I take 'em!. por Erik Kyo",ENGLISH
/ac-dc/,Highway To Hell,/ac-dc/highway-to-the-hell.html,"Living easy, livin' free. Season ticket, on a one,way ride. Asking nothing, leave me be. Taking everything in my stride. Don't need reason, don't need rhyme. Ain't nothing I would rather do. Going down, party time. My friends are gonna be there too. I'm on the highway to hell. On the highway to hell. Highway to hell. I'm on the Highway to hell. No stop signs, speedin' limit. Nobody's gonna slow me down. Like a wheel, gonna spin it. Nobody's gonna mess me 'round. Hey Satan! Paid my dues. Playin' in a rockin' band. Hey Mama! Look at me. I'm on my way to the promise land. Wow!. I'm on the highway to hell. Highway to hell. On the highway to hell. I'm on the highway to hell. Don't stop me. I'm on the highway to hell. I'm on the highway to hell. I'm on the highway to hell. On the Highway to hell. Highway to hell. I'm on the Highway to hell. On highway to hell. I'm on the highway to hell. And I'm going down all the way. I'm on the highway to hell",ENGLISH
/ac-dc/,Hold Me Back,/ac-dc/hold-me-back.html,"I got a big fat Cadillac built for you. I got a honk that'll blow the avenue. Got a hot dog kickin' all bend my thing. Got a a sugar looking woman with a bald headed man. Give me five o here boy, that's what I'll do. Got a big fat momma who can hold a tune. Gotta slip that bone in hard and mean. A honky tonk woman get the best of me. Can't hold me back. Can't hold me back. Can't hold me back. Get a heart attack. Can't hold me back. Got a honky tonk big ball hit to thrill. I got a sugar boot money baby that'll kill. A honky tonk 15 golden mile. Gotta bald headed woman loaded in the town. You can get me to the ball man, drivin' in. And don't balk the kill, call in the 'ville. You gotta map the wrong town, hit the road. You got the whole boppa movin' on down the road. Can't hold me back. You can't hold me back. You can't hold me back. You get a heart attack. Can't hold me back. You can't hold me back. You can't hold me back. You can't hold me back. You get a heart attack. Can't hold me back. You can't hold me back, you can't hold me back. You can't hold me back, you can't hold me back. Can't hold me back, you can't hold me back. You can't hold me back, you get a heart attack. Can't hold me back (hold me back). You can't hold me back (hold me back). You can't hold me back (hold me back). Can't hold me back (hold me back). You can't hold me back (hold me back). Can't hold me back (hold me back). You can't hold me back (hold me back). You can't hold me back",ENGLISH
/ac-dc/,Honey Roll,/ac-dc/honey-roll.html,"Honey roll over. And lettuce on top. Strap you to the bed. And make you rock. Run it up the flag. Send it on home. Push you to the wall. And make you moan. She's mine. Take what I want. Get what I need. Don't take it all. So don't you hide. Gonna blow my mind. C'mon taste it honey cause she feel fine. She turn it on, upside down. she turn me on, inside out. she turn it on, all around. she turn me on, she turn it on. Honey bend over. Touch your toes. She take over. The bomb explodes. A rockin' roller coaster. Flyin' off the top. Take you high diving. Off the long drop. She's mine. Take what I want. Get what I need. Don't take it all. Don't you hide. Gonna blow my mind. C'mon taste it honey cause she feel fine. She turn it on, upside down. She turn me on, inside out. She turn it on, all around. She turn me on, she turn it on",ENGLISH
/ac-dc/,House Of Jazz,/ac-dc/house-of-jazz.html,"Humdinger. Bell ringer. Got a nasty stinger. To slow you down. Mud slinger. Gold digger. Who point the finger. And do you down. Kickin' and a fightin' on a TV show. Lightin' blindin' in the middle of the road. Are you comin' in. Are you comin' in. I said come into the house of. Come into the house of. Come into the house of jazz. Come into the house of. Come into the house of. Come into the house of jazz, yes. Ball stripper. Big tipper. Got a slap 'n' tickler. To make you growl. A spitin' and bitin' on a TV show. Tightenin' frightenin' givin' out a load. Are you comin' in. Are you comin' in. I said come into the house of. Come into the house of. Come into the house of jazz. Come into the house of. Come into the house of. Come into the house of jazz. Are you comin' in. Come on in. Are you comin' in. Are you comin' in. I said come into the house of. Come into the house of. Come into the house of jazz. Come into the house of. Come into the house of. Come into the house of jazz. Are you comin' in. Are you comin' in. I said into the house of jazz. Come into the house of. Come into the house of. Come into the house of jazz. The house of jazz.",ENGLISH
/ac-dc/,I Put The Finger On You,/ac-dc/i-put-the-finger-on-you.html,"I put the finger on you. My hands all out of control. I can't stop it getting down on you. It's moving on it's own accord. Yes, I've got fire in my finger tips. Radiating onto you. I can't control it. Can't even hold it. It's knocking on your door. And you know what it's for. I put the finger right on you. I put the finger right on you. You put your finger on me too. Then I put the finger, I put the finger. Yeah I put the finger, I put the finger. I put the finger on you for sure. It's the key to unlocking your door. Don't you know?. I've broken through your security. My hands ain't tied no more. You better watch out. I can't control it. Can't even hold it. Sneaking up on your front door. You can feel it on your ankle. Feel it on your knee. Feel it on your thigh. Can you feel me?. I put the finger right on you. I put the finger right on you. You put your finger on me too. And I put the finger. I put the finger. Yeah I put the finger. I put the finger on you. I can't control it. Can't even hold it. Sneaking up on your front door. You can feel it on your ankle. Feel it on your knee. Feel it on your thigh. Can you feel me?. Put it - right on you. I'll do it if you want me to. Can I put it?. I put the finger on you",ENGLISH
/ac-dc/,If You Dare,/ac-dc/if-you-dare.html,"Honey do you love me, love me like you do. Woman, won't you come outside and play. If you dare (2x). Woman if you love me, love me like you do. Love me like you say. Woman won't you come outside and play. If you dare (2x). Come on outside. If you dare. Come outside and play",ENGLISH
/ac-dc/,If You Want Blood (You've Got It),/ac-dc/if-you-want-blood-youve-got-it.html,"It's criminal. There ought to be a law. Criminal. There ought to be a whole lot more. You get nothing for nothing. Tell me who can you trust. We got what you want. And you got the lust. CHORUS:. If you want blood, you got it. If you want blood, you got it. Blood on the streets. Blood on the rocks. Blood in the gutter. Every last drop. You want blood, you got it. It's animal. Living in a human zoo. Animal. The shit that they toss to you. Feeling like a Christian. Locked in a cage. Thrown to the lions. On a second's rage. CHORUS. Blood on the rocks. Blood on the streets. Blood in the sky. Blood on the sheets. If you want blood - you got it. (I want you to bleed for me). If you want blood, you got it (13 times)",ENGLISH
/ac-dc/,Inject The Venom,/ac-dc/inject-the-venom.html,"No mercy for the bad if they want it. No mercy for the bad if they plead. No mercy for the bad if they need it. No mercy from me. Tell no truth and tell no lies. Cross your heart and hope to die. Never give what you can't take back. Scratch like a cat. Inject your venom, it'll be your last attack. No mercy for the bad if they want it. No mercy for the bad if they plead. No mercy for the bad if they need it. Venom. Got no heart, no - feel no pain. Take your soul and - leave a stain. Come choose your victim. Take him by surprise. Go in hard and get him right between the eyes and. Inject the venom. Inject the venom. Inject the venom. Inject it all. Stick it in, stick it",ENGLISH
/ac-dc/,It's A Long Way To The Top (If You Wanna Rock 'n' Roll),/ac-dc/its-a-long-way-to-the-top-if-you-wanna-rock-n-roll.html,"Ridin' down the highway. Goin' to a show. Stop in all the byways. Playin' rock 'n' roll. Gettin' robbed. Gettin' stoned. Gettin' beat up. Broken boned. Gettin' had. Gettin' took. I tell you folks. It's harder than it looks. It's a long way to the top if you wanna rock 'n' roll. It's a long way to the top if you wanna rock 'n' roll. If you think it's easy doin' one night stands. Try playin' in a rock roll band. It's a long way to the top if you wanna rock 'n' roll. Hotel motel. Make you wanna cry. Lady do the hard sell. Know the reason why. Gettin' old. Gettin' grey. Gettin' ripped off. Under-paid. Gettin' sold. Second hand. That's how it goes. Playin' in a band. It's a long way to the top if you wanna rock 'n' roll. It's a long way to the top if you wanna rock 'n' roll. If you wanna be a star of stage and screen. Look out it's rough and mean. It's a long way to the top if you wanna rock 'n' roll. It's a long way to the top if you wanna rock 'n' roll. It's a long way to the top if you wanna rock 'n' roll. It's a long way to the top if you wanna rock 'n' roll. Well it's a long way. It's a long way, you should've told me. It's a long way, such a long way",ENGLISH
/ac-dc/,Jailbreak,/ac-dc/jailbreak.html,"There was a friend of mine on murder. And the judge's gavel fell. Jury found him guilty. Gave him sixteen years in hell. He said ""I ain't spending my life here. I ain't living alone. Ain't breaking no rocks on the chain gang. I'm breakin' out and headin' home. Gonna make a jailbreak. And I'm lookin' towards the sky. I'm gonna make a jailbreak. Oh, how I wish that I could fly. All in the name of liberty. All in the name of liberty. Got to be free. Jailbreak, let me out of here. Jailbreak, sixteen years. Jailbreak, had more than I can take. Jailbreak, yeah"". He said he'd seen his lady being fooled with. By another man. She was down and he was up. He had a gun in his hand. Bullets started flying everywhere. And people started to scream. Big man lying on the ground. With a hole in his body. Where his life had been. But it was. All in the name of liberty. All in the name of liberty. I got to be free. Jailbreak, jailbreak. I got to break out. Out of here. Heartbeats they were racin'. Freedom he was chasin'. Spotlights, sirens, rifles firing. But he made it out. With a bullet in his back",ENGLISH
/ac-dc/,Kicked In The Teeth,/ac-dc/kicked-in-the-teeth.html,Two face woman with your two face lies. I hope your two face livin's made you satisfied. Toldl me baby I'm was you're only one. While ya been runnin' round town with every mothers son. Two times told about a woman like you. Two times told about the things you do. I used to think that you were sugar and spice. I should have listened to my ma's advice. Kicked in the teeth again. Sometimes you lose sometimes you win. Kicked in the teeth again. Ain't this misery ever gonna end. And I been kicked in the teeth. Kicked in the teeth again. Two face woman such a cryin' shame. Double or nothin' you're all the same. You run around hope you had your fun. You never know who's gonna win. Til' the race been. Run. Kicked in the teeth again. Sometimes you lose sometimes you win. Kicked in the teeth again. Ain't this misery ever gonna end. I been kicked in the teeth. Kicked in the teeth. Kicked in the teeth again. (by SteveHowe),ENGLISH
/ac-dc/,Kissin' Dynamite,/ac-dc/kissin-dynamite.html,"Here she come, here she come. Eating up the thrill. Sugar cane, sugar cane. Dressin' up to kill. Like a fireball in the shadow. Like a storm that's gonna show. Like an overwhelmed volcano. Getting set to blow, set to blow. She got a nasty reputation. She got a healthy apetite. When she needs some detonation. She sets the fuse alight, the fuse alight. Feel like kissin' dynamite. Let it rain, let it rain. Let me feel it pour. Let it slide, let it slide. Let me feel the core. Like the thunder in the mountains. Like the lightning in the sky. Like the eye of a tornado. She watch it all go by, all go by. Then she kills for recreation. And she plays her games at night. She want to work on her vocation. She set the world alight, set world alight. Feel like kissin' dynamite. Dynamite, here it come. Dynamite, gonna blow. Dynamite, just wanna warn you. Dynamite, the volcano. Dynamite, she got no imagination or (??????). Dynamite, that's the way you want, that's the way he'll go. Dynamite. Feel like kissin' dynamite",ENGLISH
/ac-dc/,Landslide,/ac-dc/landslide.html,"I want you to hear me out there. This is for all you bad boys. This is a story of the satan rock 'n' roll. I want you to put your hands in your pocket. Take ten dollars out and send it to me, ha ha. You're the man, a main man [Hallelujah, and amen]. Listen to me baby, I'm gonna say it again. When Momma done school her son. for what he didn't do 'round there. Daddy don't take a no, no, no. Sends him to a (bullet affair?). This boy is lost. It's a living nightmare. It ain't fair. CHORUS:. That boy he don't know how to lose. He's out to win. He got the lot to call the last shot. Shaker, he's a breaker, he's a maker. He's a landslide, landslide. Walking, talking, rocking landslide. Now Momma he ain't no toy. And never ever gets his share. (Daddy expecting to ???? his son?). ???? room for air. This boy is lost. It's a rocking double dare. He's out to stare. CHORUS. Landslide. Landslide. Landslide. Landslide. (Preacher) done say his prayer. Take him to the promised land. Momma don't love, gonna give him hell. Never gonna get him down. This boy is lost. like a river, follow the course. But he's the boss. CHORUS. Landslide, walking talking rocking landslide. Landslide, Landslide. That man's a one man landslide. Landslide. Landslide. Landslide. That man's a one man landslide. That boy's a walk talk rocking landslide, he's gone",ENGLISH
/ac-dc/,Let Me Put My Love Into You,/ac-dc/let-me-put-my-love-into-you.html,"Flying on a free flight. Driving all night. With my machinery. 'Cause I got the power. Any hour. To show the man in me. I got reputations. Blown to pieces. With my artillery. I'll be guided in. We'll be riding. Given what you got to me. Don't you struggle. Don't you fight. Don't you worry. 'Cause it's your turn tonight. CHORUS:. Let me put my love into you, babe. Let me put my love on the line. Let me put my love into you, babe. Let me cut your cake with my knife. Like a fever. Burning faster. You spark the fire in me. Crazy feelings. Got me reeling. They got me raising steam. Don't you struggle. Don't you fight. Don't you worry. 'Cause it's your turn tonight. CHORUS. Let me give it all to you",ENGLISH
/ac-dc/,Let There Be Rock,/ac-dc/let-there-be-rock.html,"In the beginning. Back in nineteen fifty five. Man didn't know 'bout a rock 'n' roll show. 'n all that jive. The white man had the schmaltz. The black man had the blues. No one knew what they was gonna do. But tchaikovsky had the news. He said. Let there be sound, and there was sound. Let there be light, and there was light. Let there be drums, there was drums. Let there be guitar, there was guitar, ah. Let there be rock. And it came to pass. That rock 'n' roll was born. All across the land every rockin' band. Was blowin' up a storm. And the guitar man got famous. The business man got rich. And in every bar there was a superstar. With a seven year itch. There was fifteen million fingers. Learnin' how to play. And you could hear the fingers pickin'. And this is what they had to say. Let there be light. sound. drums. 'n guitar, ah. Let there be rock. One night in a club called the shakin' hand. There was a 42 decibel rockin' band. And the music was good. And the music was loud. And the singer turned and he said to the crowd. Let there be rock",ENGLISH
/ac-dc/,Let's Get It Up,/ac-dc/lets-get-it-up.html,"[Let's Get It Up]. ""My, My, My. Lose lips, sink ships. so come aboard for a pleasure trip. it's high tide so let's ride. the moon is rising and so am I. I'm gonna get it up. Never gonna let it up. Crusing on the seven seas. A pirate on my knobby knees. I'm never going down, never going down. so let's get it up. let's get it up. get right up, yeah. let's get it up. right to the top. let's get it up. right now. lose wires cause fires. getting tangled in my desires. so screw em off and plug em in. let's switch it off and and start all over again. I'm gonna get it up. never gonna let it up. ticking like a time bomb. blowing up the fuse box. I'm never going down, never going down. so let's get it up. let's get it up. get it up oh oh. let's get it up. right to the top. let's get it up. right now. get up. come on here, right now. awww, let's get it up. come on let's get it up. hey get it get it. let's get it up. switch it on start it up. let's get it up oh yeah yeah. let's get it up, ya ya ya ya ooooh. let's get it up, oh yeah. let's get it up oh. let's get it up. get it up. get it up. get it up. right up, ha ha",ENGLISH
/ac-dc/,Let's Make It,/ac-dc/lets-make-it.html,"Hey sugar baby, so hot and tasty. Come on give me some love, you're driving me wild. It's way past midnight, why don't we take a ride?. We'll make some honey as we're cruising real slowly. Let’s make it, don't waste it. Let’s make it, come on and taste it. I'll be your ladies man, if you'll give me the chance. Well keep a jumping till the music run dry. And if we take a rest, we'll smoke some cigarettes. And start a smoking going out of control. Let’s make it, don't waste it. Let’s make it, come on and taste it. Nah Nah Nah Nah. Let's not waste it. Nah Nah Nah Nah. We're gonna make it. Let’s make it, don't waste it. Let’s make it, come on and taste it",ENGLISH
/ac-dc/,Little Lover,/ac-dc/little-lover.html,"Saw you in the front row. Moving to the beat. Just movin' and groovin'. Killed me when I saw. The wet patch on your seat. Was it Coca Cola?. Oh baby I hope you liked the show. When the band said goodnight. I had to say hello. Little lover, I can't get you off my mind, no. Little lover, I've been trying hard to find. Someone like you. Oh baby you sure looked sweet. Cruisin'. A leg either side. Of my motorcycle seat. Just oozin'. Could have been a nightmare. Could have been a dream. But on my way home, baby. I thought I heard you scream. Little lover, I can't get you off my mind. Little Lover, oh I tried so hard to find. Someone to give me the things that I need, ah. Little lover, I can't get you off my mind, no. Little Lover, oh I tried so hard to find. Someone like you. You had my picture on your bedroom wall. Next to Gary Glitter, yeah. I was standing on the stage playing rock 'n' roll. I was a guitar picker, yeah. Never had a record. Never had a hit. Ooh baby, you didn't mind a bit. Little lover, I can't get you off my mind. Little Lover, you know I tried so hard to find. Someone like you, you, you. Baby I know you're a. Little lover, ooh",ENGLISH
/ac-dc/,Live Wire,/ac-dc/live-wire.html,"Well if you're lookin' for trouble. I'm the man to see. If you're lookin' for satisfaction. I'm satisfaction guaranteed. I'm as cool as a body on ice. Hotter than a rollin' dice. Send you to heaven. Take you to hell. I ain't foolin'. Can't you tell. I'm a live wire, I'm a live wire, I'm a live wire. Gonna set this town on fire. And if you need some lovin'. And if you need some man. You've got the phone and the number. And I got no future plans. Oh come on honey you got nothin' to lose. You got the thirst 'n I got the booze. Give you an inch. Take you a mile. I wanna make you fry. I'm a live wire, (live wire). I'm a live wire, (live wire). I'm a live wire, (live wire). Holy smoke and sweet desire. Like a hot rod baby?. Oh stick this in your fuse box. Aah cooler than a body on ice. Hotter than a rollin' dice. Wilder than a drunken fight. You're gonna burn tonight. I'm a live wire, (live wire). I'm a live wire, (live wire). I'm a live wire, (live wire). And I'm gonna set this town on fire. Live wire, (live wire). I'm a live wire, (live wire). Well I'm your live wire, (live wire). I'm a live wire, (live wire). You're gonna burn. Ah look at me, guilty. Burn, burn, burn, burn, burn, burn, burn",ENGLISH
/ac-dc/,Love At First Feel,/ac-dc/love-at-first-feel.html,I didn't know where you came from. And I didn't know your name. And if you were legal tender. Well I spent you just the same. I didn't know it could happen to me. Love in the third degree. It was love at first feel. They told me it was disgustin'. They told me it was a sin. Every night at your front door. I'd smile when you let me in. Now it's you and me baby. In your house all alone. Better make things happen. Before your mum and dad get home,ENGLISH
/ac-dc/,Love Bomb,/ac-dc/love-bomb.html,"Love bomb love bomber. It's a comin' on strong. I can't take it any longer. Come a rockin' through your door. Cruisin' the sky, let's fly. Blowin' all night and day. Open your bays, get ready, it's bombs away. Love bomb love bomber. Don't scare no bother. Where the size doesn't matter. Come long, short or badder. Cruisin' the sky, let's fly. Blowin' all night and day. Open your bays and drop those bombs away. Love bomb comin' on. Love bomb. Love bomb get it hard",ENGLISH
/ac-dc/,Love Hungry Man,/ac-dc/love-hungry-man.html,"You're the one I've waited for. I need your love more and more. I don't know what your name is. I don't know what your game is. I want to take you tonight. Animal appetite. 'Cause I'm a love hungry man. Yeah, I'm a love hungry man. Don't want no conversation. I need sweet sensation. And all I wanna do. Is make a meal out of you. 'Cause I'm a love hungry man. I got to get what I can. 'Cause I'm a love hungry man. I'm telling you. Yes I am. I'm your love hungry man. Oh babe you're such a treat. Love, any love, hungry man. And a man's got to eat. You're the one I've waited for. I need your loving more and more. We're a duo",ENGLISH
/ac-dc/,Love Song,/ac-dc/love-song.html,"I can tell by the look in your eye. I can tell by the way you sigh. That you know I've been thinking of you. And you know what I want to do. Oh Jean, Oh Jean. Oh Jean, Oh Jean. When you smile I see stars in the sky. When you smile I see sunrise. And I know you've been thinking of me. And I know how you want it to be. Oh Jean, Oh Jean. Oh Jean, Oh Jean. I can tell by the things you say. I can tell that you know the way. And I know what you want me to do. Oh, I've got hearts and flowers for you. If you leave me you'll make me cry. When I think of you saying goodbye. Oh the sky turns to a deeper blue. That's, that's how I'd feel if I lost you. Jean, Oh Jean. Don't go and leave me. 'Cause I love, I love you, I love you, don't leave me. It would make me cry, if you said goodbye. Don't go away Jean, don't you leave baby baby.",ENGLISH
/ac-dc/,Meanstreak,/ac-dc/meanstreak.html,"I been to the left. I been to the right. I found myself in abu dadi just a mirage in the night. Been to the high. I been to the low. An' I been to lots a places that I didn't wanna go. But I ain't seen nothin' to get me off my ass. I laughed at all the jokers wanna make me walk on glass. I could walk. 'for I could crawl. An' I was meaner than a bad dog with his back against the wall. Animal, animal. Cannibal, cannibal. See 'em fall, see 'em fall. I'm the guy that they call. Meanstreak. I got a meanstreak. Meanstreak. They call me meanstreak. I just don't. Who i wanna be. The count of monte cristo or the sheik of arabi. I've eaten rich. 'an I've eaten free. I'm the perfect culture vulture in the face of poverty. An' I ain't met no one who told me I got class. Say never feed the animal the boys got to much flash. I'm the guy. They just can't teach. And I always kick the castle that's been built up on the beach. Animal, animal. Cannibal, cannibal. See 'em fall, see 'em fall. I'm the guy they call. What's your name. Meanstreak. I got a meanstreak. I got a meanstreak. Runnin' down my back. I got a meanstreak. Wanna feel the meanstreak. They call me meanstreak. Meanstreak. What's my name. Meanstreak",ENGLISH
/ac-dc/,Meltdown,/ac-dc/acdc-meltdown.html,"I look at my watch to find out the right time of the day. I look at her libido hey hey hey. I gotta get up and climb her, to roll her on the hay. Makin` a sweat, temperature rise all through the day. Man it`s getting hot hot hot. I said man it`s getting hot hot hot. It`s getting hotter and hotter. Man it`s getting hot hot. Getting hot around here. It`s a meltdown. It`s a meltdown. I got a feelin` in my bones. I been rackin` my brains out all night long. Stokin` up the fire take it right up to the wire. Burnin` on and on burnin` on. Man it`s getting hot hot hot. I said man it`s getting hot hot hot. It`s getting hotter and hotter. Man it`s getting hot hot. Getting hot around here. It`s a meltdown. It`s a meltdown. It`s a meltdown. It`s a meltdown. Meltdown. Man it`s getting hot hot hot. I said man it`s getting hot hot hot. It`s getting hotter and hotter. And hotter and hotter. It`s a meltdown, it`s a meltdown. It`s a meltdown, it`s a meltdown. It`s a meltdown, gonna burn, it`s a meltdown. I said burn down. It's a meltdown, meltdown, meltdown. It's a meltdown, it's a meltdown",ENGLISH
/ac-dc/,Miss Adventure,/ac-dc/miss-adventure.html,"We are better, mamma, mamma lose. You hear me and you feel it too. She's out here rocking, out here down. [?] Stand up round. Miss adventure, not so far. Miss adventure, that's so right. Miss adventure, feel it real. Miss adventure, it's us, see. Want that party but can't let you down. See the rocks and the high cross burn. Loving, love you all night. Make, make you nice and tight. Miss adventure, not so far. Miss adventure, that's so right. Miss adventure, feel it real, confidential. Miss adventure, it's us, see. Miss adventure. Miss adventure. Miss adventure. Feel the beat, keep it now. Miss adventure. Miss adventure. Miss adventure, confidential. Miss adventure. Miss adventure, feel it real",ENGLISH
/ac-dc/,Mistress For Christmas,/ac-dc/mistress-for-christmas.html,"Jingle bells, jingle bells, jingle all the day. I just can't wait till Christmas time. When I can grope you in the hay. Easy come, easy go. Have a good time with lots of dough. Slipping up high, slipping down low. Love'm and leave'm on with the show. Listen, I like meaphoe in mid one glass. Money to spend with a capital lace. Get a date with the woman in red. Wanna be in heaven with three in a bed. He got it, I want it. They got it, I can't have it. But I want it, it don't matter. She got it, but I can't get it. I want a mistress for Christmas. Easy come, easy go. Slippin' high, slippin' low. He got it, I want it. They got it, I can't have it. I want it, don't matter. She got it, and I can't get. A mistress for Christmas. I want the woman in red with her body on my bed. I can hear you coming down my smoke stake. I wanna ride on your reindeer honey and ring the bells",ENGLISH
/ac-dc/,Money Made,/ac-dc/money-made.html,"Work work money made,. Work work money made,. Work work money made,. Work work money made,. Then went down to LA,. They roped ‘em in,. She couldn’t get away,. Spending cash all about,. The die was cast,. There’s no burning out amount of money made,. Work work money made,. Champagne life, high on display,. Work work money made,. Work work money made,. You keep it up, you get it made,. Work work money made,. Can’t bring me into Hollywood,. See you livin’ it up,. It feels mighty good,. Recommendations all around,. Come taste the sweet life,. That’s what it’s all about,. That money made,. Work work money made,. Champagne life, high on display,. Work work money made,. Work work money made,. Keep it up, you make the grade,. Work work money made,. That money made,. Hit the gas,. That kind of life is good for her,. Getting out of bed nearly half past four,. Her swimming pool is the biggest about,. So don’t you call her ‘cuz she aint around,. That money made,. Oooh, money made,. Oooh, that money made,. Work work money made, that money made,. Work work money made, strings of pearls all kinds of change,. Work work money made, that money made,. Work work money made, shake baby shake,. Shake it baby shake it, shake baby shake,. Shake baby shake, shake baby shake, shake baby shake, (Fade)",ENGLISH
/ac-dc/,Moneytalks,/ac-dc/moneytalks.html,"Tailored suits, chauffered cars. Fine hotels and big cigars. Up for grabs, up for a price. Where the red hot girls keep on dancing through the night. The claim is on you. The sights are on me. So what do you do. That's guaranteed. Hey little girl, you want it all. The furs, the diamonds, the painting on the wall. Come on, come on, love me for the money. Come on, come on, listen to the moneytalk. Come on, come on, love me for the money. Come on, come on, listen to the moneytalk. A French maid, foreign chef. A big house with king size bed. You've had enough, you ship them out. The dollar's up-down, you'd better buy the pound. The claim is on you. The sights are on me. So what do you do. That's guaranteed. Hey little girl, you broke the laws. You hustle, you deal, you steal from us all. Come on, come on, love me for the money. Come on, come on. listen to the moneytalk. Come on, come on, love me for the money. Come on, come on, listen to the moneytalk. Moneytalks, yeah, yeah. Money talks, B.S. walks. Money talks, come on, come on. Come on, come on, love me for the money. Come on, come on, listen to the moneytalk. Come on, come on, love me for the money. Come on, come on, listen to the moneytalk. Moneytalks, moneytalk, talk, talk. Hear it talk. Yeah, yeah, yeah moneytalks",ENGLISH
/ac-dc/,Nervous Shakedown,/ac-dc/nervous-shakedown.html,"""Freeze"", said the man cruisin' the beat. ""You get your hands up and spread your feet"". ""Don't you move an inch"", I heard him say. ""Or you'll be doin' time 'til the judgement day"". And he said ""Don't tell me no lies, give me alibise. 'Cause if you cross my path, you'll be doin' life"". It's a dirty lie. (Chorus:). It's a shakedown. And it's a nervous shakedown. A nervous shakedown. Another nervous shakedown. It's a shakedown. And it's a nervous shakedown. We got a shakedown. Another nervous shakedwon. It's more like a set - up. ""Take a dime"", said the man. ""You can make one call. You get a one - way ticket to the County Hall"". Well, the judge looked high and I looked low. And when he smiled at me it was a one - man -show. He said ""Two to five, the jury dicides. Double parole if you survive. It's a dirty life. (Chorus)",ENGLISH
/ac-dc/,Nick of Time,/ac-dc/nick-of-time.html,"Wrong track, wrong line. First train to run on time. Bad blood, bad news. Long rope, got nothing to lose. Mad bull seeing red. Coming at me, happy when I'm dead. Jump a fence, get away. Ain't got a liking for the games he plays. What you gonna do?. Everybody trying to find you guilty. Make you wanna tow the line. Saved by, saved in the nick of time. I was saved in the nick of time. Slow plane, hard rain. Cold sweat and I feel the strain. Look down, no ground. Black sky, just the engine sound. Bail out, goodbye. Take my chances, I don't wanna die. Count ten, just pray. The nick of time can save me any day. What you gonna do?. Everybody love a hero, honey. Living on a danger line. Saved by, saved in the nick of time. I was saved in the nick of time. Lose sleep, get grief. Some day get no relief. Quick punch, closed eye. You didn't knew it and you wonder why. Lynch mob on your tail. Think they were searching for the holy grail. Leave town, get away. I didn't figure on them anyway. No I didn't today. Everybody trying to find you guilty. Make you wanna tow the line. Saved by, saved in the nick of time. I was saved in the nick of time",ENGLISH
/ac-dc/,Night Of The Long Knives,/ac-dc/night-of-the-long-knives.html,"Who's your leader, who's your man?. Who will help you fill your hand?. Who's your friend and who's your foe?. Who's your Judas, you don't know?. Night of the long knives. Night of the long knives. Night of the long knives. Night of the long, long knives. Where's that saviour, where's that lay?. When you're praying for your life. Who's that fighting back to back?. Who's defending whose attack?. Night of the long knives. Stick 'em in the back woods",ENGLISH
/ac-dc/,Night Prowler,/ac-dc/nigt-prowler.html,"Somewhere a clock strikes midnight. And there's a full moon in the sky. You hear a dog bark in the distance. You hear someone's baby cry. A rat runs down the alley. And a chill runs down your spine. And Someone walks across your grave. And you wish the sun would shine. Cuz No one's gonna warn you. And no one's gonna yell Attack. And you don't feel the steel. Till it's hanging out your back. I'm your Night Prowler, asleep in the day. Night Prowler, get out of my way. Yeah I'm the Night Prowler, watch you tonight. Yes I'm the Night Prowler, when you turn out the light .... Too scared to turn your light out. Cuz have something on your mind. Was that a noise outside the window?. What's that shadow on the blind?. As you lie there naked. Like a body in a tomb. Suspended animation. As I sleep into your room. I'm your Night Prowler, asleep in the day. Yeah I'm Night Prowler, get out of my way. Look out for the Night Prowler, watch you tonight. Yes I'm the Night Prowler, when you turn out the light .... Solo. I'm your Night Prowler, asleep in the day. Yes I'm Night Prowler, get out of my way. Look out for the Night Prowler, watch you tonight. Yes I'm the Night Prowler, when you turn out the light .... I'm your Night Prowler, break down your door. I'm your Night Prowler, crawling 'cross your floor. I'm your Night Prowler, make a mess of you, yes I will. Night Prowler, and I am telling this to you. There ain't nothing. There ain't nothing. oowwn. Nothing you can do. (Shazbot Nunu Nunu)",ENGLISH
